,theta_0,theta_1
0,27.13543162629218,0.03547710192524334
1,25.560811925639165,0.0389856072802689
2,25.807451148058078,0.041492365403356435
3,26.824442633738663,0.03953402821734442
4,25.22958844253403,0.038424779796543906
5,27.52824345176374,0.038862899475700985
6,26.38966865589315,0.04215397666191467
7,25.309587168258975,0.04038885121947755
8,28.114708247348762,0.041731543853589015
9,27.141169376785044,0.034655727444461104
10,26.165388730230625,0.043326535433084956
11,25.278926273931283,0.04981495818609616
12,24.07771101745894,0.047267741451140766
13,30.78960159190276,0.029570582009007973
14,28.588284032359383,0.03116021306713057
15,27.576072831961,0.03600797821843982
16,25.478862686649027,0.04530742317439729
17,27.405373204512784,0.0377864204140792
18,28.028122335267206,0.037644455062896154
19,27.5897720774523,0.03983483912127239
20,24.22828798423433,0.04746394769868245
21,25.87505305079358,0.04056151543630693
22,24.28521909984962,0.05096978251658035
23,27.696648591285168,0.03351443234340257
24,26.68225072595404,0.04210928613906184
25,25.88796102888709,0.046008697558876044
26,27.896430727765697,0.03443075714615096
27,28.977669607301735,0.030905467210246784
28,25.97258171865178,0.040686456424466666
29,27.47531548688269,0.03582909624509223
30,24.263992807628963,0.04573532926072743
31,25.08277823183325,0.04021062163702982
32,25.39733436773878,0.04109790148068393
33,27.63069897892935,0.037935203869741696
34,26.340926974884653,0.04441064536587824
35,28.541961806212885,0.039051867008291
36,26.790721699148236,0.03856897151788552
37,27.02587291458132,0.03848102229776229
38,26.86457603454983,0.0366880612400764
39,26.62735396290809,0.03771582434711862
40,29.16837215729369,0.03207800543760031
41,28.91860618618274,0.03187991841928506
42,25.682809035487296,0.04025768984444611
43,27.365357574367962,0.03199579590186841
44,28.187508233128092,0.035094159278357906
45,29.054757338981076,0.03097351840376894
46,25.18368978755184,0.044225511189945776
47,27.455387038069354,0.035316812188449176
48,26.91672074628469,0.03916372847559746
49,26.416107490987454,0.04169985060163839
50,27.115706606504546,0.04021407040060776
51,27.108062111548076,0.03895048580889693
52,27.196684660864687,0.03937254724728201
53,27.01010848640646,0.038045408266810354
54,23.256766390132793,0.05493668466003854
55,26.533208155164274,0.03902436827323674
56,25.851079152801816,0.03883130176572436
57,26.435611646912356,0.03885792779473218
58,26.820637361008515,0.037430407947838695
59,27.12003938572373,0.04408990436129412
60,26.86114277203486,0.04165186147897182
