,theta_0,theta_1
0,27.01345218982437,0.03454231655640083
1,25.42018346503709,0.03992388687300841
2,25.85048762724,0.04044094657846942
3,26.713664366992667,0.038744295664437045
4,25.255370891708672,0.038596413836600174
5,27.483036222077942,0.039699780782871175
6,26.31843845250622,0.03999209006275961
7,25.26054337529657,0.03997231585806438
8,28.313404637377495,0.042203459334982596
9,27.003507586797078,0.03517281810442152
10,26.093280350412925,0.043652416945689554
11,25.35934989034409,0.04978458142497744
12,24.030597285212764,0.04592891419852774
13,30.7204611599955,0.030247439491383088
14,28.529713628496246,0.029646444251882786
15,27.574141818512338,0.03701262971679731
16,25.575985150285305,0.04626602375304478
17,27.3759660681783,0.037782887092785544
18,28.129144278943706,0.03616132750810108
19,27.67352651033253,0.03915013434727421
20,24.212239172999993,0.048560187410983335
21,25.962361115515186,0.04136357679505309
22,24.17091277219388,0.05213390262603412
23,27.6769617567536,0.034238111174445085
24,26.700011702475642,0.04224397541068137
25,25.825238072454525,0.0468187398434603
26,27.96787026309415,0.034770422242956345
27,28.83171609444549,0.03176543644572871
28,26.0818681759134,0.04016585989582677
29,27.501714201722415,0.035811908552118354
30,24.363852575084977,0.047038322933885324
31,25.019184260030357,0.04099018613400507
32,25.286485260683143,0.040319451120807814
33,27.631457881354898,0.03685092791928124
34,26.384678025273786,0.04223308828317829
35,28.448705010278054,0.03791629208359837
36,26.906379111150642,0.0380548490300483
37,27.13057821286882,0.03833957656512643
38,26.78650225823465,0.03687569405972202
39,26.67062311748664,0.03776495475101649
40,29.20331339670959,0.033148040460299066
41,28.835275020462426,0.031194213257581094
42,25.553157588204485,0.04077518170875849
43,27.334537671394855,0.03249228096282264
44,28.211658930739134,0.034302847309758855
45,28.993268876935204,0.030011507466456533
46,25.294149981328907,0.042896223101051345
47,27.32895943305911,0.03521568287217092
48,27.062853109204717,0.040643891682270894
49,26.32963077287964,0.041912971765221685
50,27.263662492178433,0.04006239985336846
51,27.18343958066285,0.03887788345934595
52,27.237961385984896,0.039091858722585915
53,27.052454371269448,0.038201773040458575
54,23.1595828946326,0.05691741711056497
55,26.542960999639227,0.03919685687280816
56,26.003229183639604,0.0391838756263122
57,26.47597726671045,0.04018980286986962
58,26.80757654155439,0.03651169341702076
59,27.190881471761735,0.0432730557729446
60,26.86398853860525,0.041605095475338305
61,27.770903953536866,0.03829254159275719
62,29.092170865479844,0.03228617313345428
63,25.92196306315151,0.036040551682120725
64,27.361882341032114,0.03640916110578274
65,24.09733438523871,0.04537154834055346
66,28.177339582682357,0.03665782894416991
67,27.09485740413166,0.03840349317848035
68,24.99204761924593,0.04326915821937438
69,28.914092198830453,0.03263228906829785
70,27.570657967967094,0.030949107748834193
71,25.500659944651005,0.043095054241712005
72,29.62182104130968,0.03241592091808687
73,25.80562652609145,0.049515361392654
74,30.85456718144136,0.032984598621263905
75,25.705946572965928,0.04464997371070023
76,26.816502494756378,0.03762578553130702
77,26.91616519641932,0.042959801423322674
78,27.57458260931987,0.03638649969595631
79,27.123366382331888,0.0365833749367952
80,25.349381140561853,0.04379637301836048
81,23.541017711952257,0.04652610313999761
