,theta_0,theta_1
82,25.019421737931182,0.04341150342872602
83,26.092996878773818,0.04339786665833589
84,26.7849271419906,0.04496085217691792
85,25.901657033504414,0.03857235646390755
86,26.450078423635524,0.0356741077611481
87,28.199437627302316,0.03416560964478954
88,27.779310405013305,0.03600502635518921
89,29.531488195250894,0.03309459892534683
90,26.745184239243123,0.04193905202207637
91,26.215907715166537,0.04133385679145263
92,30.93088124814374,0.027086321855633422
93,26.02797991276138,0.045320976271442937
94,24.573374237019998,0.04848375014830675
95,25.993729581893454,0.0395380490308177
96,26.712101057734664,0.03667542766519982
97,28.30639960984589,0.03141142977881295
98,25.727426184663024,0.03932808853751013
99,26.024310373009463,0.044721769039181236
100,29.48672929040955,0.034911377866367777
101,23.824234127460805,0.05268220407235935
102,27.026572808384564,0.03867441560906659
103,26.048491906262996,0.045187535062903184
104,27.496386030328814,0.036509932896210295
105,25.29479217069519,0.043212372343938044
106,27.548821619864356,0.038913302973423214
107,23.819226002059246,0.046807408481967405
108,24.63553271623327,0.04346016031178379
109,27.886342298183123,0.039731196337424834
110,28.029352999841294,0.0373590013548073
111,28.32531492894831,0.03550234941659591
112,25.667225446977646,0.04206631470059963
113,28.01406972427138,0.03373071310536502
114,25.141806013416648,0.045650179122361134
115,24.46627995745736,0.04731354102480412
116,27.189523853337626,0.038354408582573996
117,24.812621181006357,0.04709828220522594
118,25.063795847977033,0.04129715780852905
119,27.268452849651602,0.034739867656209955
120,25.360676140614622,0.04387246689118551
121,30.274513560727087,0.030750836131150372
122,28.788034637949032,0.02969813213022421
123,28.432307021110333,0.03774912810830655
124,27.704185422552527,0.036155502938113426
125,29.284782575741403,0.03262808517911053
126,24.152236294091892,0.051674423901998834
127,27.620931532817572,0.03516578351911859
128,25.636613899914607,0.0429934570800401
129,25.306796348952467,0.044637881179159566
130,29.5906426575266,0.03483456269928631
131,24.797632343020375,0.050327832950999074
132,27.345375711977752,0.03542297424786334
133,27.006437146240252,0.03691118558334694
134,25.712442586866302,0.04232304259431219
135,24.56149322479591,0.045832202148062606
136,25.176880595217575,0.045918517839810935
137,25.4148037221642,0.045155391032218106
138,25.390649087202725,0.039378374435450336
139,28.454344532101608,0.031449454779216124
140,28.856511946022465,0.03532544117921932
141,27.36452970632856,0.035528585024696246
142,27.644497554526794,0.036783973137146875
143,26.490998961417425,0.038845594828784025
144,27.117558758667244,0.03676259049289177
145,27.156692431105718,0.03972662009739003
146,27.301582033334746,0.04026207475648114
147,27.477600757401582,0.043047777773557616
148,26.953078579240064,0.0362533630788463
149,27.119380908876906,0.03708354572485384
150,28.388102405275696,0.0370877816161258
151,27.555456251492792,0.039437308262016524
152,27.127823978344146,0.03431858096429963
153,26.42548288406607,0.03838769742742698
154,26.72211403578053,0.043344459934789525
155,28.819658308268856,0.03634304306790037
156,25.253999336058158,0.0476295412635912
157,27.006294696751624,0.04019083400819001
158,25.145888475557456,0.041743139984303124
159,26.624160837830857,0.035737046846738174
160,26.51675662122757,0.03750350258355395
161,29.825948002640622,0.030210769558695172
162,27.070929833247135,0.03739751831687932
163,28.42439997015485,0.03727678458869321
164,25.907790710627417,0.042404748905972456
165,26.78255493877346,0.035841381411334416
166,30.21645496004537,0.03303765580945961
167,28.26746829662133,0.04013523450385592
168,26.86551182656485,0.04031253128353207
169,24.076658484951267,0.04605418119230276
170,26.163445806042333,0.04334313621660779
171,27.028203331566615,0.03770698297812858
172,25.356414749545102,0.042076517895628385
173,24.039730296148107,0.04976462861468367
174,26.495450202231467,0.04299209488639821
175,27.026817118018243,0.03954115136913494
176,27.4160035988063,0.04001380163022894
177,26.92692207350747,0.036380324969353506
178,25.988752774940878,0.03791086859683346
179,25.223428472463624,0.0459528467468191
180,26.310719494480665,0.04015220892548421
181,30.983880821470287,0.029148970069704738
182,27.169087925310308,0.03918901395229113
183,27.242236551405398,0.03600496255023322
184,27.021058496557757,0.043794343535613955
185,27.005006683972198,0.04058851453187673
186,25.384428143284218,0.04154008285154942
187,23.754592342514556,0.05385598620575027
188,26.70408274743893,0.03730660544110809
189,24.98191819738799,0.04268102925117845
190,28.616387027191116,0.03600992447267248
191,27.45998187063065,0.03766513081350009
192,25.14910396410501,0.045632420701303134
193,26.16140087513525,0.042667954379101425
194,28.31819857518446,0.03561898344657555
195,26.752773750764433,0.04179716547179291
196,28.684953166278504,0.03588232643068945
197,29.87815089414319,0.032248826746843706
198,26.17209813208627,0.042986711496563745
199,26.071292635604422,0.042710562122601936
